CustomerID,Gender,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5803-NQJZO,Male,Two year,Bank transfer (automatic),67.8,4804.65,No
5804-HYIEZ,Male,Month-to-month,Electronic check,106.05,7554.05,No
5804-JMYIO,Female,Two year,Mailed check,19.75,757.95,No
5804-LEPIM,Female,Month-to-month,Electronic check,70.35,139.05,Yes
5808-TOTXO,Female,One year,Credit card (automatic),20.55,57.4,No
5811-IWXYM,Female,One year,Bank transfer (automatic),101.25,5301.1,No
5813-UECBU,Male,Month-to-month,Credit card (automatic),83.85,2716.3,Yes
5815-HGGHV,Male,One year,Mailed check,64.15,1274.45,No
5816-JMLGY,Female,Two year,Bank transfer (automatic),80.4,5717.85,No
5816-QVHRX,Female,Month-to-month,Credit card (automatic),100.3,3541.4,No
5816-SCGFC,Female,Month-to-month,Mailed check,51.3,419.35,No
5820-PTRYM,Female,One year,Credit card (automatic),68.45,4014.0,No
5821-MMEIL,Female,Two year,Bank transfer (automatic),19.9,1115.6,No
5825-XJOCM,Male,One year,Bank transfer (automatic),64.4,3035.35,No
5827-MWCZK,Male,Month-to-month,Credit card (automatic),96.95,5432.2,No
5828-AVIPD,Male,One year,Electronic check,100.95,1875.55,Yes
5828-DWPIL,Male,Month-to-month,Electronic check,89.1,5618.3,No
5829-NVSQN,Female,One year,Bank transfer (automatic),68.75,1689.45,No
5832-EXGTT,Male,Month-to-month,Mailed check,60.2,1834.15,No
5832-TRLPB,Male,One year,Bank transfer (automatic),75.35,2243.9,No
5832-XKAES,Male,Month-to-month,Credit card (automatic),69.8,134.7,Yes
5834-ASPWA,Male,Month-to-month,Electronic check,75.45,75.45,Yes
5835-BEQEU,Male,Month-to-month,Electronic check,76.95,228.4,Yes
5837-LXSDN,Female,One year,Credit card (automatic),58.85,1215.45,No
5839-SUYVZ,Male,Month-to-month,Credit card (automatic),74.55,1170.5,No
5840-NVDCG,Female,Two year,Bank transfer (automatic),68.25,1114.85,No
5842-POCOP,Female,Month-to-month,Mailed check,88.9,454.15,Yes
5843-TTHGI,Female,Month-to-month,Mailed check,50.0,892.7,No
5844-QVTAT,Female,One year,Mailed check,58.45,1955.4,No
5845-BZZIB,Male,Two year,Mailed check,20.1,655.3,No
5846-ABOBJ,Male,Two year,Bank transfer (automatic),24.45,1730.65,No
5846-NEQVZ,Male,Two year,Credit card (automatic),70.85,4973.4,No
5846-QFDFI,Female,Month-to-month,Credit card (automatic),88.6,2888.7,No
5847-MXBEO,Male,One year,Mailed check,20.3,475.1,No
5848-FHRFC,Female,Two year,Bank transfer (automatic),20.05,1386.9,No
5849-ASHZJ,Male,One year,Credit card (automatic),20.05,552.9,No
5850-BDWCY,Female,Month-to-month,Mailed check,20.2,123.65,No
5854-KSRBJ,Male,Two year,Mailed check,25.4,1782.05,No
5855-EIBDE,Female,Two year,Credit card (automatic),106.65,5174.35,No
5857-TYBCJ,Male,Month-to-month,Electronic check,89.2,4040.2,No
5857-XRECV,Female,One year,Bank transfer (automatic),20.5,38.25,No
5858-EAFCZ,Male,Month-to-month,Mailed check,44.45,44.45,No
5859-HZYLF,Male,Two year,Credit card (automatic),19.15,515.75,No
5862-BRIXZ,Male,Two year,Bank transfer (automatic),60.75,2893.4,No
5863-OOKCL,Female,Month-to-month,Mailed check,18.85,163.2,No
5868-CZJDR,Male,Month-to-month,Mailed check,31.35,31.35,Yes
5868-YTYKS,Male,Month-to-month,Mailed check,20.25,20.25,No
5868-YWPDW,Male,Month-to-month,Electronic check,84.2,519.15,Yes
5871-DGTXZ,Male,One year,Mailed check,19.8,607.7,No
5872-OEQNH,Female,One year,Electronic check,44.45,2773.9,No
5875-YPQFJ,Male,Month-to-month,Electronic check,69.9,69.9,Yes
5876-HZVZM,Female,Month-to-month,Credit card (automatic),55.9,365.35,Yes
5876-QMYLD,Female,One year,Mailed check,20.05,415.1,No
5879-HMFFH,Female,Two year,Bank transfer (automatic),88.05,6520.8,No
5879-SESNB,Female,Month-to-month,Electronic check,75.25,888.65,No
5882-CMAZQ,Female,Month-to-month,Electronic check,34.25,163.55,No
5883-GTGVD,Male,Month-to-month,Electronic check,99.95,1931.75,Yes
5884-FBCTL,Female,Two year,Bank transfer (automatic),25.1,1857.85,No
5884-GCYMI,Male,Month-to-month,Mailed check,69.4,69.4,Yes
5886-VLQVU,Male,Month-to-month,Bank transfer (automatic),89.85,3161.2,No
5887-IKKYO,Male,Two year,Bank transfer (automatic),94.35,5563.65,No
5888-TLMCL,Female,Two year,Credit card (automatic),54.95,3772.5,
5889-JTMUL,Female,Month-to-month,Electronic check,95.05,4888.7,Yes
5889-LFOLL,Female,Month-to-month,Electronic check,84.6,1115.2,Yes
5893-KCLGT,Female,Two year,Mailed check,19.75,1567.0,No
5893-PYOLZ,Male,Two year,Credit card (automatic),81.8,4534.45,No
5895-QSXOD,Male,Month-to-month,Mailed check,70.05,657.5,No
5896-NPFWW,Male,Month-to-month,Electronic check,50.15,168.15,Yes
5897-ZYEKH,Female,One year,Electronic check,105.6,7112.15,No
5898-IGSLP,Male,Month-to-month,Electronic check,89.3,2823.0,No
5899-MQZZL,Female,Month-to-month,Mailed check,75.0,999.45,Yes
5899-OUVKV,Male,Month-to-month,Electronic check,94.5,2979.2,No
5902-WBLSE,Female,Two year,Credit card (automatic),20.15,1411.2,No
5906-BFOZT,Male,Month-to-month,Mailed check,19.5,19.5,No
5906-CVLHP,Female,One year,Credit card (automatic),54.15,2319.8,Yes
5906-DVAPM,Female,One year,Credit card (automatic),75.0,4213.9,No
5908-QMGOE,Male,Month-to-month,Credit card (automatic),74.2,1133.9,Yes
5909-ECHUI,Female,Month-to-month,Electronic check,56.25,56.25,Yes
5913-INRQV,Male,One year,Mailed check,90.15,3128.8,No
5914-DVBWJ,Female,Month-to-month,Electronic check,85.45,1505.85,Yes
5914-GXMDA,Female,One year,Mailed check,19.3,593.2,No
5914-XRFQB,Male,Two year,Bank transfer (automatic),115.8,8424.9,No
5915-ANOEI,Male,Two year,Mailed check,79.15,5536.5,No
5915-DGNVC,Female,One year,Electronic check,71.8,3472.05,No
5916-QEWPT,Female,Month-to-month,Credit card (automatic),69.0,147.8,No
5917-HBSDW,Female,Month-to-month,Electronic check,19.35,683.75,No
5917-RYRMG,Male,One year,Credit card (automatic),19.8,587.7,No
5918-VUKWP,Female,One year,Bank transfer (automatic),20.55,654.55,No
5919-TMRGD,Female,Month-to-month,Electronic check,79.35,79.35,Yes
5919-VCZYM,Male,Month-to-month,Mailed check,20.05,42.7,No
5921-NGYRH,Male,Month-to-month,Mailed check,73.55,4764.0,No
5922-ABDVO,Female,Month-to-month,Mailed check,89.65,1761.05,Yes
5923-GXUOC,Male,Month-to-month,Electronic check,104.4,1081.45,Yes
5924-IFQTT,Male,Month-to-month,Electronic check,72.8,930.05,No
5924-SNGKP,Female,One year,Credit card (automatic),20.25,865.0,No
5928-QLDHB,Male,Month-to-month,Electronic check,76.25,684.85,No
5930-GBIWP,Male,Two year,Credit card (automatic),81.5,5553.25,No
5931-FLJJF,Male,Month-to-month,Mailed check,70.1,467.55,Yes
5934-RMPOV,Female,Month-to-month,Electronic check,84.75,1816.75,No
5934-TSSAU,Female,Month-to-month,Credit card (automatic),75.3,1702.9,No
5935-FCCNB,Female,Month-to-month,Electronic check,94.2,1608.15,No
5937-EORGB,Male,Month-to-month,Electronic check,96.5,1392.25,No
5939-SXWHM,Male,Two year,Bank transfer (automatic),26.3,1245.05,No
5939-XAIXZ,Female,Month-to-month,Mailed check,56.1,1033.9,No
5940-AHUHD,Male,Month-to-month,Mailed check,70.6,70.6,Yes
5940-NFXKV,Male,Month-to-month,Electronic check,83.65,1465.75,Yes
5943-PWAPA,Female,One year,Electronic check,93.45,4872.2,
5944-UGLLK,Male,One year,Credit card (automatic),54.9,3045.75,No
5945-AZYHT,Male,One year,Electronic check,109.6,7854.15,No
5947-SGKCL,Female,Month-to-month,Bank transfer (automatic),105.35,1559.25,No
5948-UJZLF,Male,Month-to-month,Mailed check,49.25,97.0,No
5949-EBSQK,Male,Month-to-month,Credit card (automatic),61.45,229.55,Yes
5949-HGVJL,Female,Month-to-month,Electronic check,73.05,1959.5,No
5949-XIKAE,Female,Month-to-month,Electronic check,83.55,680.05,Yes
5950-AAAGJ,Male,Month-to-month,Bank transfer (automatic),84.3,1537.9,No
5951-AOFIH,Male,Month-to-month,Credit card (automatic),66.4,2245.4,No
5954-BDFSG,Female,Two year,Credit card (automatic),107.5,7853.7,No
5955-EPOAZ,Female,Month-to-month,Mailed check,20.95,109.5,No
5955-ERIHD,Male,Month-to-month,Electronic check,94.7,1687.95,Yes
5956-VKDTT,Female,Month-to-month,Electronic check,74.35,334.8,Yes
5956-YHHRX,Male,Month-to-month,Electronic check,104.35,2271.85,No
5959-BELXA,Male,Month-to-month,Credit card (automatic),96.15,3019.25,Yes
5960-MVTUK,Male,Month-to-month,Electronic check,29.75,96.85,No
5960-WPXQM,Male,Month-to-month,Electronic check,79.05,79.05,Yes
5961-VUSRV,Female,One year,Bank transfer (automatic),19.35,219.35,No
5965-GGPRW,Male,Two year,Bank transfer (automatic),105.25,7609.75,No
5966-EMAZU,Male,One year,Mailed check,108.5,6880.85,No
5968-HYJRZ,Male,Two year,Mailed check,24.55,1160.45,No
5968-VXZLG,Male,Month-to-month,Bank transfer (automatic),46.6,87.9,No
5968-XQIVE,Male,One year,Electronic check,89.7,6588.95,No
5970-GHJAW,Male,Two year,Credit card (automatic),19.95,862.4,No
5973-EJGDP,Male,Month-to-month,Electronic check,87.35,4473.0,No
5975-BAICR,Male,One year,Credit card (automatic),63.7,2188.5,No
5976-JCJRH,Male,Month-to-month,Electronic check,70.3,738.2,Yes
5977-CKHON,Female,Month-to-month,Bank transfer (automatic),92.55,4039.0,No
5980-BDHPY,Male,Two year,Bank transfer (automatic),87.1,6230.1,No
5980-NOPLP,Female,Month-to-month,Electronic check,96.1,4364.1,Yes
5981-ITEMU,Male,Month-to-month,Bank transfer (automatic),97.1,3706.95,Yes
5981-ZVXOT,Female,One year,Electronic check,108.35,3726.15,No
5982-FPVQN,Female,Month-to-month,Electronic check,95.15,3532.85,No
5982-PSMKW,Female,Two year,Credit card (automatic),91.1,2198.3,No
5982-XMDEX,Female,Two year,Bank transfer (automatic),26.5,1698.55,No
5985-BEHZK,Female,One year,Credit card (automatic),105.0,7578.05,No
5985-TBABQ,Female,One year,Mailed check,74.75,2282.95,No
5986-WWXDV,Male,One year,Bank transfer (automatic),19.35,779.2,No
5989-AXPUC,Female,Two year,Mailed check,118.6,7990.05,No
5989-OMNJE,Female,One year,Electronic check,57.6,1367.75,No
5989-PGKJB,Female,Month-to-month,Electronic check,86.25,1340.1,No
5993-BQHEA,Male,One year,Credit card (automatic),20.05,267.0,No
5993-JSUWV,Female,Two year,Bank transfer (automatic),61.15,4017.45,No
5995-LFTLE,Male,Two year,Credit card (automatic),25.3,1474.35,No
5995-OIGLP,Male,Month-to-month,Mailed check,56.65,654.85,Yes
5995-SNNEW,Male,Month-to-month,Electronic check,104.45,2184.85,No
5995-WWKKG,Female,One year,Electronic check,19.8,695.05,No
5996-DAOQL,Male,Month-to-month,Mailed check,20.45,20.45,No
5996-EBTKM,Female,Two year,Bank transfer (automatic),69.9,4615.9,No
5996-NRVXR,Male,One year,Credit card (automatic),98.15,4116.8,No
5997-OPVFA,Male,Two year,Bank transfer (automatic),89.05,6254.45,No
5998-DZLYR,Female,Two year,Bank transfer (automatic),94.35,5703.0,No
5998-VVEJY,Male,Month-to-month,Electronic check,80.5,2088.8,Yes
5999-LCXAO,Female,Month-to-month,Mailed check,29.9,29.9,No
6000-APYLU,Male,Month-to-month,Electronic check,80.8,713.1,Yes
6000-UKLWI,Male,Two year,Mailed check,20.15,802.35,No
6005-OBZPH,Female,Month-to-month,Electronic check,89.15,2277.65,Yes
6007-TCTST,Female,Two year,Bank transfer (automatic),115.8,8476.5,No
6008-NAIXK,Male,One year,Electronic check,55.45,2966.95,No
6010-DDPPW,Male,Two year,Bank transfer (automatic),25.15,1940.85,No
6013-BHCAW,Male,Two year,Bank transfer (automatic),81.0,4976.15,No
6015-VVHHE,Female,Month-to-month,Credit card (automatic),83.15,446.05,Yes
6016-EJGNT,Female,One year,Credit card (automatic),103.25,5037.55,
6016-LVTJQ,Female,Month-to-month,Mailed check,20.65,716.4,No
6016-NXBNJ,Male,One year,Mailed check,19.15,638.0,No
6016-QSKVI,Male,Month-to-month,Mailed check,94.9,360.55,
6017-PPLPX,Male,Month-to-month,Electronic check,70.45,1470.95,Yes
6022-KOUQO,Female,Month-to-month,Bank transfer (automatic),29.05,44.75,No
6022-MXOMF,Female,Month-to-month,Electronic check,74.2,74.2,
6022-UGGSO,Female,Month-to-month,Electronic check,74.4,2276.95,Yes
6023-GSSXW,Female,Two year,Credit card (automatic),61.45,4131.2,No
6023-YEBUP,Male,Month-to-month,Electronic check,100.95,329.95,Yes
6024-RUGGH,Male,Two year,Bank transfer (automatic),25.2,1798.9,No
6029-CSMJE,Male,Month-to-month,Mailed check,25.65,440.2,No
6029-WTIPC,Male,Month-to-month,Electronic check,101.1,3744.05,Yes
6030-REHUX,Female,Month-to-month,Electronic check,110.85,3204.4,No
6032-IGALN,Female,Month-to-month,Mailed check,25.1,25.1,Yes
6032-KRXXO,Male,Month-to-month,Electronic check,90.25,2755.35,Yes
6034-YMTOB,Female,Month-to-month,Mailed check,75.65,399.45,No
6034-ZRYCV,Female,Two year,Electronic check,54.2,3937.45,Yes
6035-BXTTY,Female,Month-to-month,Bank transfer (automatic),54.65,1830.1,No
6035-RIIOM,Female,Two year,Bank transfer (automatic),97.2,5129.45,No
6036-TTFYU,Female,Month-to-month,Mailed check,19.6,314.45,No
6037-WPJRP,Female,Month-to-month,Mailed check,75.0,999.45,
6038-GCYEC,Female,Month-to-month,Credit card (automatic),54.15,1240.25,Yes
6039-RVSJV,Female,Month-to-month,Mailed check,19.85,19.85,
6040-CGACY,Female,Month-to-month,Mailed check,19.6,299.4,No
6047-SUHPR,Male,One year,Electronic check,59.8,2343.85,No
6047-YHPVI,Male,Month-to-month,Electronic check,69.7,316.9,Yes
6048-NJXHX,Male,Two year,Electronic check,19.75,899.45,No
6048-QBXKL,Female,Month-to-month,Credit card (automatic),56.55,118.25,No
6048-UWKAL,Female,Two year,Credit card (automatic),105.4,6998.95,No
6050-FFXES,Female,Two year,Bank transfer (automatic),105.35,7240.65,No
6050-IJRHS,Female,One year,Electronic check,106.5,7397.0,No
6051-PTVNS,Female,One year,Credit card (automatic),19.15,998.1,No
6060-DRTNL,Female,Month-to-month,Mailed check,84.85,415.55,Yes
6060-QBMGV,Male,Two year,Credit card (automatic),19.85,1433.8,No
6061-GWWAV,Male,One year,Mailed check,70.2,2894.55,No
6061-PQHMK,Female,One year,Credit card (automatic),19.9,527.5,No
6064-PUPMC,Male,One year,Credit card (automatic),57.2,1423.35,No
6064-ZATLR,Female,Two year,Bank transfer (automatic),52.85,1498.65,No
6067-NGCEU,Female,Month-to-month,Credit card (automatic),111.05,7107.0,No
6072-NUQCB,Male,One year,Bank transfer (automatic),20.25,488.25,No
6072-YUBLX,Male,One year,Mailed check,98.3,6066.55,
6075-QMNRR,Female,Month-to-month,Bank transfer (automatic),49.75,2535.55,No
6075-SLNIL,Male,Month-to-month,Credit card (automatic),95.1,3691.2,No
6077-BDPXA,Female,Month-to-month,Electronic check,70.15,194.2,No
6078-VESFR,Male,Month-to-month,Bank transfer (automatic),70.45,849.1,No
6080-LNESI,Male,Two year,Mailed check,24.75,1234.6,No
6080-TCMYC,Male,Month-to-month,Electronic check,81.2,3292.3,No
6082-GLJIX,Male,Month-to-month,Mailed check,19.25,331.35,No
6082-OQFBA,Male,One year,Mailed check,19.65,436.9,No
6086-ESGRL,Female,Month-to-month,Credit card (automatic),80.15,80.15,Yes
6087-MVHJH,Female,Month-to-month,Electronic check,88.45,1422.1,Yes
6087-YPWHO,Male,Two year,Mailed check,68.15,4808.7,No
6088-BXMRG,Female,Month-to-month,Electronic check,98.85,3089.6,No
6092-QZVPP,Male,Month-to-month,Credit card (automatic),79.2,2854.95,No
6094-ZIVKX,Female,One year,Credit card (automatic),54.45,3674.95,No
6096-EGVTU,Female,One year,Mailed check,24.9,1595.5,No
6097-EQISJ,Female,One year,Credit card (automatic),102.45,6615.15,Yes
6100-FJZDG,Male,One year,Bank transfer (automatic),20.05,505.9,No
6100-QQHEB,Male,Month-to-month,Electronic check,92.55,1515.1,Yes
6101-IMRMM,Male,Month-to-month,Mailed check,94.5,575.45,Yes
6103-BOCOU,Female,Month-to-month,Electronic check,80.7,2193.0,No
6103-LIANB,Male,Two year,Credit card (automatic),99.5,5861.75,No
6103-QCKFX,Female,Month-to-month,Bank transfer (automatic),56.25,2419.55,No
6108-OQZDQ,Female,Month-to-month,Electronic check,97.95,384.5,Yes
6110-OHIHY,Male,Month-to-month,Electronic check,79.25,267.6,Yes
6112-KTHFQ,Female,Month-to-month,Mailed check,19.3,279.3,No
6114-TCFID,Female,One year,Credit card (automatic),39.5,1082.75,No
6115-ZTBFQ,Female,Two year,Bank transfer (automatic),65.5,4919.7,No
6116-RFVHN,Female,Month-to-month,Electronic check,100.45,3414.65,No
6119-SPUDB,Male,Two year,Mailed check,38.25,1755.35,No
6120-RJKLU,Female,Two year,Credit card (automatic),79.95,4819.75,No
6121-TNHBO,Female,One year,Bank transfer (automatic),83.0,5243.05,No
6121-VZNQB,Female,Month-to-month,Mailed check,19.1,19.1,Yes
6122-EFVKN,Male,Two year,Mailed check,35.75,830.8,No
6122-LJADA,Male,Two year,Credit card (automatic),90.15,6237.05,No
6124-ACRHJ,Female,Month-to-month,Mailed check,19.75,19.75,No
6127-ISGTU,Female,Month-to-month,Electronic check,84.95,1378.25,Yes
6127-IYJOZ,Male,Month-to-month,Mailed check,45.85,45.85,No
6128-AQBMT,Male,Month-to-month,Electronic check,53.95,2215.4,No
6128-CZOMY,Female,Month-to-month,Electronic check,45.65,45.65,Yes
6128-DAFVY,Female,Month-to-month,Credit card (automatic),44.85,2564.95,No
6131-FOYAS,Male,Month-to-month,Electronic check,59.6,2094.9,No
6131-IUNXN,Female,Month-to-month,Mailed check,20.2,382.2,No
6131-JLWZM,Female,Month-to-month,Mailed check,20.3,275.4,No
6133-OZILE,Female,Month-to-month,Electronic check,35.2,607.3,No
6134-KWTBV,Male,Two year,Bank transfer (automatic),23.4,1429.65,No
6135-OZQVA,Female,Month-to-month,Electronic check,53.65,404.35,No
6137-MFAJN,Female,Month-to-month,Electronic check,44.8,2104.55,No
6137-NICCO,Female,Month-to-month,Mailed check,94.05,518.75,No
6139-ZZRBQ,Male,Two year,Bank transfer (automatic),20.05,1198.05,No
6140-QNRQQ,Male,Month-to-month,Mailed check,71.55,71.55,Yes
6141-OOXUQ,Male,Month-to-month,Mailed check,19.65,19.65,Yes
6142-VSJQO,Female,Month-to-month,Bank transfer (automatic),44.35,44.35,Yes
6143-JQKEA,Male,Month-to-month,Credit card (automatic),45.8,436.2,No
6145-NNPNO,Female,Month-to-month,Bank transfer (automatic),44.15,44.15,No
6147-CBCRA,Female,Month-to-month,Mailed check,20.05,669.45,No
6152-ONASV,Female,One year,Bank transfer (automatic),58.25,3975.7,No
6156-UZDLF,Female,One year,Credit card (automatic),87.15,2274.1,No
6158-DWPZT,Male,One year,Bank transfer (automatic),24.1,259.8,Yes
6158-HDPXZ,Male,Month-to-month,Mailed check,25.35,25.35,No
6161-ERDGD,Male,One year,Electronic check,85.45,6300.85,No
6161-UUUTA,Male,Month-to-month,Electronic check,79.9,260.9,Yes
6164-HAQTX,Male,Two year,Bank transfer (automatic),53.95,3888.65,No
6164-HXUGH,Female,Month-to-month,Mailed check,19.85,119.3,No
6166-ILMNY,Female,Month-to-month,Bank transfer (automatic),69.75,144.55,Yes
6166-YIPFO,Male,Two year,Electronic check,64.7,4746.05,No
6167-SYRNG,Male,Two year,Credit card (automatic),64.05,3886.85,
6168-WFVVF,Female,Month-to-month,Electronic check,70.3,235.5,Yes
6168-YBYNP,Male,Month-to-month,Electronic check,111.35,6519.75,No
6169-PGNCD,Female,Two year,Credit card (automatic),74.3,4166.35,No
6169-PPETC,Male,Two year,Bank transfer (automatic),20.5,759.35,No
6171-ZTVYB,Male,Month-to-month,Bank transfer (automatic),66.25,2907.35,No
6172-FECYY,Male,Month-to-month,Electronic check,84.5,4254.85,Yes
6173-GOLSU,Male,Month-to-month,Credit card (automatic),94.65,6079.0,No
6173-ITPWD,Male,Month-to-month,Bank transfer (automatic),83.35,4065.0,Yes
6174-NRBTZ,Male,One year,Bank transfer (automatic),30.75,1489.3,No
6175-IRFIT,Male,Month-to-month,Mailed check,78.75,426.35,No
6176-YJWAS,Male,Two year,Credit card (automatic),97.95,7114.25,No
6177-PEVRA,Female,Two year,Credit card (automatic),55.5,2627.35,No
6178-KFNHS,Female,Month-to-month,Electronic check,78.3,909.25,Yes
6179-GJPSO,Female,Month-to-month,Credit card (automatic),108.15,4600.7,Yes
6180-YBIQI,Male,Month-to-month,Mailed check,24.3,100.2,No
6181-AXXYF,Male,Two year,Credit card (automatic),24.75,1859.1,No
6184-DYUOB,Female,Month-to-month,Mailed check,19.6,55.25,No
6185-TASNN,Male,Month-to-month,Electronic check,46.3,46.3,No
6188-UXBBR,Female,One year,Credit card (automatic),20.25,814.75,No
6194-HBGQN,Male,One year,Credit card (automatic),81.15,4126.2,No
6195-MELTI,Male,One year,Mailed check,54.65,3134.7,No
6196-HBOBZ,Male,Two year,Electronic check,99.35,6347.55,No
6198-PNNSZ,Female,One year,Bank transfer (automatic),109.8,6109.65,No
6198-RTPMF,Female,Month-to-month,Electronic check,92.6,1579.7,No
6198-ZFIOJ,Female,Month-to-month,Electronic check,75.6,402.5,No
6199-IPCAO,Female,Two year,Mailed check,26.1,692.55,No
6199-IWKGC,Female,One year,Electronic check,100.25,4753.85,No
6202-DYYFX,Female,One year,Credit card (automatic),76.0,1783.6,No
6202-JVYEU,Male,One year,Electronic check,19.9,164.6,No
6203-HBZPA,Male,Two year,Credit card (automatic),63.9,3334.95,No
6204-IEUXJ,Female,Month-to-month,Credit card (automatic),80.1,217.55,Yes
6207-WIOLX,Female,Month-to-month,Credit card (automatic),58.6,1502.65,Yes
6210-KBBPI,Male,Month-to-month,Credit card (automatic),99.45,919.4,Yes
6211-WHMYA,Female,Month-to-month,Electronic check,43.85,2751.0,No
6211-WWLTF,Male,Two year,Credit card (automatic),99.7,6330.4,No
6212-ATMLK,Female,Month-to-month,Electronic check,95.7,4729.75,No
6214-EDAKZ,Female,Month-to-month,Electronic check,55.15,1206.05,Yes
6215-NQCPY,Male,Month-to-month,Electronic check,99.7,1566.75,No
6217-KDYWC,Male,Two year,Mailed check,19.6,1170.55,No
6217-TOWGS,Female,Month-to-month,Bank transfer (automatic),75.4,1322.55,No
6218-KNUBD,Male,Month-to-month,Electronic check,59.45,357.6,No
6221-AVQYL,Male,Month-to-month,Credit card (automatic),73.25,131.05,Yes
6223-DHJGV,Female,One year,Mailed check,20.65,958.1,No
6225-VNQSJ,Male,Month-to-month,Electronic check,35.45,35.45,
6227-FBDXH,Male,One year,Bank transfer (automatic),99.5,6841.45,No
6227-HWPWX,Female,Month-to-month,Bank transfer (automatic),69.0,994.8,Yes
6229-LSCKB,Male,Month-to-month,Electronic check,79.7,497.6,No
6229-UOLQL,Male,One year,Mailed check,52.0,2884.9,No
6230-BSUXY,Female,Month-to-month,Electronic check,85.0,85.0,Yes
6231-WFGFH,Male,Month-to-month,Mailed check,20.5,77.6,No
6233-HXJMX,Female,Month-to-month,Credit card (automatic),89.3,4192.15,No
6234-PFPXL,Male,Month-to-month,Credit card (automatic),95.9,2234.95,No
6234-RAAPL,Female,Two year,Bank transfer (automatic),99.9,7251.7,No
6235-VDHOM,Female,Month-to-month,Electronic check,28.45,131.05,Yes
6240-EURKS,Female,Month-to-month,Electronic check,35.0,553.0,Yes
6242-FEGFD,Male,Two year,Mailed check,96.6,6424.25,No
6242-MBHPK,Female,Month-to-month,Electronic check,95.1,2326.05,No
6242-SGYTS,Male,One year,Credit card (automatic),94.95,5791.85,No
6243-OZGFH,Female,Month-to-month,Electronic check,44.95,996.85,No
6244-BESBM,Male,Two year,Credit card (automatic),95.2,6671.7,No
6248-BSHKG,Male,One year,Mailed check,20.4,1226.45,No
6248-TKCQV,Female,Two year,Bank transfer (automatic),80.6,5460.2,No
6250-CGGUN,Male,One year,Electronic check,84.4,4484.05,No
6252-DFGTK,Female,One year,Credit card (automatic),68.1,2479.25,No
6253-GNHWH,Female,Two year,Mailed check,71.1,5224.95,No
6253-WRFHY,Male,One year,Electronic check,64.75,877.35,No
6257-DTAYD,Male,Two year,Credit card (automatic),104.15,7365.3,No
6257-RJOHI,Male,Month-to-month,Mailed check,50.8,202.3,No
6258-NGCNG,Male,Month-to-month,Mailed check,23.5,173.0,No
6258-PVZWJ,Male,Two year,Credit card (automatic),90.8,6302.85,No
6259-WJQLC,Male,Month-to-month,Credit card (automatic),81.1,2619.25,No
6260-ONULR,Male,Month-to-month,Mailed check,62.8,62.8,No
6260-XLACS,Male,One year,Mailed check,19.7,117.8,No
6261-LHRTG,Female,Month-to-month,Credit card (automatic),54.75,1406.9,No
6261-RCVNS,Female,One year,Credit card (automatic),73.9,3160.55,Yes
6265-FRMTQ,Male,Two year,Bank transfer (automatic),20.4,609.1,No
6265-SXWBU,Male,One year,Credit card (automatic),95.75,6511.25,No
6266-QHOJZ,Female,One year,Electronic check,89.85,5844.65,No
6267-DCFFZ,Female,Month-to-month,Electronic check,90.05,2627.2,No
6270-OMFIW,Male,One year,Electronic check,94.4,5610.25,Yes
6271-PRTUU,Female,Month-to-month,Bank transfer (automatic),19.55,543.8,
6272-HWGNQ,Female,Month-to-month,Electronic check,85.0,85.0,
6275-YDUVO,Female,Month-to-month,Mailed check,86.2,178.7,Yes
6278-FEPBZ,Female,Month-to-month,Mailed check,20.25,186.15,No
6281-FKEWS,Female,One year,Electronic check,49.05,2265.0,No
6283-GITPX,Male,Two year,Credit card (automatic),76.9,5522.7,No
6284-AHOOQ,Male,Month-to-month,Bank transfer (automatic),90.5,1910.6,Yes
6284-KMNUF,Female,One year,Electronic check,98.0,5270.6,No
6285-FTQBF,Male,Two year,Credit card (automatic),25.55,1867.7,No
6286-SUUWT,Male,Month-to-month,Mailed check,19.95,19.95,No
6286-ZHAOK,Female,Month-to-month,Bank transfer (automatic),25.55,507.4,No
6288-CHQJB,Female,Two year,Bank transfer (automatic),69.95,3871.85,No
6288-LBEAR,Female,Month-to-month,Mailed check,79.1,1783.75,No
6289-CPNLD,Male,One year,Mailed check,73.9,2405.05,Yes
6292-TOSSS,Male,Two year,Bank transfer (automatic),24.9,1195.25,No
6295-OSINB,Male,Two year,Electronic check,109.65,7880.25,No
6296-DDOOR,Female,One year,Electronic check,58.2,1045.25,No
6297-NOOPG,Female,Two year,Electronic check,110.5,7752.05,No
6298-QDFNH,Male,Month-to-month,Electronic check,79.35,1730.35,Yes
6300-BWMJX,Female,Month-to-month,Electronic check,93.35,5386.5,No
6302-JGYRJ,Male,One year,Mailed check,79.45,2587.7,Yes
6303-APKJD,Male,Month-to-month,Electronic check,89.85,4925.35,
6303-KFWSL,Female,One year,Electronic check,55.25,1620.2,No
6304-IJFSQ,Male,Month-to-month,Mailed check,49.9,130.1,Yes
6305-YLBMM,Male,One year,Bank transfer (automatic),104.05,7262.0,Yes
6308-CQRBU,Female,Two year,Electronic check,109.25,7707.7,No
6311-UEUME,Female,Month-to-month,Electronic check,78.9,2384.15,Yes
6313-GIDIT,Male,Month-to-month,Electronic check,54.45,2854.55,Yes
6317-YPKDH,Female,Month-to-month,Bank transfer (automatic),29.95,29.95,Yes
